DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,ITI2,2021,23023.83,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,ITI2,2022,24727.95,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,ITI3,2019,42596.26,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,ITI3,2020,39262.95,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,ITI3,2021,43161.87,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,ITI3,2022,46329.8,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,ITI4,2019,206485.7,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,ITI4,2020,190846.32,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,ITI4,2021,204585.32,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,ITI4,2022,227511.3,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,ITZ,2019,1179.53,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,ITZ,2020,951.57,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,ITZ,2021,1789.81,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,ITZ,2022,872.93,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,ITZZ,2019,1179.53,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,ITZZ,2020,951.57,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,ITZZ,2021,1789.81,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,ITZZ,2022,872.93,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LT,2019,49239.23,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LT,2020,50264.61,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LT,2021,56709.12,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LT,2022,67081.12,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LT0,2019,49239.23,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LT0,2020,50264.61,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LT0,2021,56709.12,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LT0,2022,67081.12,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LT01,2019,20916.9,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LT01,2020,21386.24,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LT01,2021,24528.17,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LT01,2022,29383.3,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LT02,2019,28322.33,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LT02,2020,28878.36,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LT02,2021,32180.96,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LT02,2022,37697.82,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LU,2019,62415.03,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LU,2020,64499.24,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LU,2021,73039.5,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LU,2022,76731.2,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LU0,2019,62415.03,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LU0,2020,64499.24,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LU0,2021,73039.5,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LU0,2022,76731.2,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LU00,2019,62415.03,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LU00,2020,64499.24,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LU00,2021,73039.5,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LU00,2022,76731.2,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LV,2019,29567,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LV,2020,29224.34,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LV,2021,32283.78,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LV,2022,36088.74,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LV0,2019,29525.23,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LV0,2020,29181.25,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LV0,2021,32240.17,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LV0,2022,36041.92,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LV00,2019,29525.23,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LV00,2020,29181.25,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LV00,2021,32240.17,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LV00,2022,36041.92,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LVZ,2019,41.77,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LVZ,2020,43.09,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LVZ,2021,43.61,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LVZ,2022,46.82,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LVZZ,2019,41.77,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LVZZ,2020,43.09,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LVZZ,2021,43.61,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,LVZZ,2022,46.82,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,ME,2019,4898.39,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,ME,2020,4144.82,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,ME,2021,4923.24,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,ME,2022,5944.38,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,ME0,2019,4898.39,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,ME0,2020,4144.82,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,ME0,2021,4923.24,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,ME0,2022,5944.38,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,ME00,2019,4898.39,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,ME00,2020,4144.82,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,ME00,2021,4923.24,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,ME00,2022,5944.38,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,MK,2019,692682.87,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,MK,2020,669280.18,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,MK,2021,729444.53,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,MK,2022,816083.77,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,MK0,2019,692682.87,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,MK0,2020,669280.18,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,MK0,2021,729444.53,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,MK0,2022,816083.77,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,MK00,2019,692682.87,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,MK00,2020,669280.18,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,MK00,2021,729444.53,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,MK00,2022,816083.77,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,MT,2019,14594.16,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,MT,2020,14362.38,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,MT,2021,16680.19,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,MT,2022,17985.15,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,MT0,2019,14573.88,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,MT0,2020,14347.96,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,MT0,2021,16657.58,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,MT0,2022,17963.57,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,MT00,2019,14573.88,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,MT00,2020,14347.96,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,MT00,2021,16657.58,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,MT00,2022,17963.57,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,MTZ,2019,20.22,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,MTZ,2020,14.45,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,MTZ,2021,22.62,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,MTZ,2022,21.6,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,MTZZ,2019,20.22,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,MTZZ,2020,14.45,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,MTZZ,2021,22.62,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,MTZZ,2022,21.6,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL,2019,829767,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL,2020,816463,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL,2021,891550,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL,2022,993820,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL1,2019,64789.57,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL1,2020,62894.1,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL1,2021,69516.19,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL1,2022,81956.18,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL11,2019,26103.44,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL11,2020,24288.73,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL11,2021,27383.97,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL11,2022,34704.15,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL12,2019,22189.72,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL12,2020,22307.58,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL12,2021,24318.79,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL12,2022,27671.57,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL13,2019,16496.42,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL13,2020,16297.8,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL13,2021,17813.43,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL13,2022,19580.46,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL2,2019,146243.87,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL2,2020,145953.85,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL2,2021,158469.63,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL2,2022,174941.83,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL21,2019,47009.52,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL21,2020,46871.78,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL21,2021,51137.47,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL21,2022,56275.22,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL22,2019,84112.44,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL22,2020,83968.24,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL22,2021,91020.91,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL22,2022,99955.57,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL23,2019,15121.91,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL23,2020,15113.83,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL23,2021,16311.24,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL23,2022,18711.04,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL3,2019,445160.97,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL3,2020,436070.44,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL3,2021,473823.36,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL3,2022,527027.59,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL32,2019,181883.63,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL32,2020,172561.04,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL32,2021,188772.39,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL32,2022,213844.28,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL34,2019,14613.62,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL34,2020,14569.64,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL34,2021,15455.43,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL34,2022,17859.52,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL35,2019,77321.78,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL35,2020,79026.62,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL35,2021,85335.34,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL35,2022,91658.58,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL36,2019,171341.95,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL36,2020,169913.14,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL36,2021,184260.2,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL36,2022,203665.21,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL4,2019,171449.66,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL4,2020,170274.06,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL4,2021,186447.04,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL4,2022,200300.54,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL41,2019,125228.94,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL41,2020,124983.16,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL41,2021,137059.5,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL41,2022,148103.88,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL42,2019,46220.72,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL42,2020,45290.91,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL42,2021,49387.54,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NL42,2022,52196.66,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NLZ,2019,2122.92,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NLZ,2020,1270.54,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NLZ,2021,3293.78,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NLZ,2022,9593.86,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NLZZ,2019,2122.92,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NLZZ,2020,1270.54,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NLZZ,2021,3293.78,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NLZZ,2022,9593.86,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NO,2019,3596937,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NO,2020,3461575,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NO,2021,4323931,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NO0,2019,3069311.35,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NO0,2020,3075429.48,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NO0,2021,3265262.49,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NO02,2019,169899.62,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NO02,2020,167824.04,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NO02,2021,181298.49,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NO06,2019,249691.82,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NO06,2020,251493.22,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NO06,2021,265700.24,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NO07,2019,256092.16,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NO07,2020,246697.63,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NO07,2021,265354.94,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NO08,2019,1267112.42,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NO08,2020,1296450.07,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NO08,2021,1348831.36,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NO09,2019,328962.19,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NO09,2020,327014.66,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NO09,2021,364752.02,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NO0A,2019,795796.46,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NO0A,2020,784666.05,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NO0A,2021,837381.36,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NO0B,2019,1756.69,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NO0B,2020,1283.8,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NO0B,2021,1944.09,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NOZ,2019,527625.65,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NOZ,2020,386145.52,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NOZ,2021,1058668.51,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NOZZ,2019,527625.65,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NOZZ,2020,386145.52,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,NOZZ,2021,1058668.51,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,PL,2019,2313929,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,PL,2020,2362909,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,PL,2021,2661518,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,PL,2022,3100850,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,PL2,2019,465261.87,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,PL2,2020,465763.6,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,PL2,2021,534799.48,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,PL2,2022,622747.98,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,PL21,2019,187099.22,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,PL21,2020,191313.86,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,PL21,2021,218064.83,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,PL21,2022,248453.97,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,PL22,2019,278162.65,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,PL22,2020,274449.74,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,PL22,2021,316734.65,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,PL22,2022,374294.01,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,MIO_NAC,PL4,2019,363267.65,,
