country_region,sub_region_1,date,retail_and_recreation_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline
Spain,,2024-06-16,6.028400490716361,5.763990607196584,-3.030304061137832
Spain,,2024-06-17,5.813269537500261,5.840065258854967,-3.1156375251429487
Spain,,2024-06-18,5.588838593122111,5.901542788813405,-3.19750949020267
Spain,,2024-06-19,5.355466699217027,5.948269535263883,-3.2758289958896256
Spain,,2024-06-20,5.113527201031744,5.980128705675092,-3.3505090285881103
Spain,,2024-06-21,4.863407150152519,5.997040668712943,-3.4214666181668614
Spain,,2024-06-22,4.605506685304488,5.998963153277411,-3.4886229301595875
Spain,,2024-06-23,4.34023839221566,5.985891354158303,-3.5519033533506534
Spain,,2024-06-24,4.068026643567526,5.957857944045756,-3.6112375826688408
Spain,,2024-06-25,3.789306920088987,5.9149329918655305,-3.666559697296815
Spain,,2024-06-26,3.5045251138807694,5.85722378764318,-3.717808233909664
Spain,,2024-06-27,3.214136815082392,5.784874574334918,-3.7649262549612286
Spain,,2024-06-28,2.9186065830259396,5.698066187295259,-3.8078614119421395
Spain,,2024-06-29,2.6184072030394043,5.597015602282869,-3.846566003539458
Spain,,2024-06-30,2.3140189300917506,5.481975393134151,-3.8809970286332
Spain,,2024-07-01,2.005928720487103,5.353233100460155,-3.911116234070981
Spain,,2024-07-02,1.6946294528382042,5.21111051294495,-3.93689015716755
Spain,,2024-07-03,1.380619139566545,5.055962863041277,-3.9582901628821214
Spain,,2024-07-04,1.0644001301878425,4.88817793907456,-3.975292475632124
Spain,,2024-07-05,0.7464783076608699,4.708175115974017,-3.987878205708096
Spain,,2024-07-06,0.4273622790817394,4.516404307053684,-3.996033370260289
Spain,,2024-07-07,0.10756256202194882,4.313344839463666,-3.999748908833734
Spain,,2024-07-08,-0.21240923219173435,4.099504256121559,-3.9990206934344794
Spain,,2024-07-09,-0.5320412169454635,3.8754170471196927,-3.9938495331158315
Spain,,2024-07-10,-0.8508220492480396,3.6416433137782107,-3.9842411730794827
Spain,,2024-07-11,-1.1682417477709555,3.398767368683389,-3.970206288292555
Spain,,2024-07-12,-1.48379250870894,3.147396275210757,-3.9517604716276113
Spain,,2024-07-13,-1.7969695181586223,2.8881583301823923,-3.9289242165388556
Spain,,2024-07-14,-2.107271759712192,2.6217014934523544,-3.901722894293724
Spain,,2024-07-15,-2.414202815977666,2.3486917683444295,-3.8701867257852256
Spain,,2024-07-16,-2.717271662739934,2.0698115369905925,-3.8343507479562446
Spain,,2024-07-17,-3.0159934544956304,1.7857578547313682,-3.7942547748732327
Spain,,2024-07-18,-3.3098903001017552,1.497240707840029,-3.749943353492435
Spain,,2024-07-19,-3.5984920272998866,1.2049812389269767,-3.7014657141678975
Spain,,2024-07-20,-3.8813369348917974,0.9097099444587059,-3.6488757159560774
Spain,,2024-07-21,-4.1579725313621685,0.6121648488969841,-3.592231786778028
Spain,,2024-07-22,-4.42795625876929,0.3130896600223947,-3.5315968585054747
Spain,,2024-07-23,-4.690856200742577,0.013231910051692287,-3.467038297043037
Spain,,2024-07-24,-4.946251773457387,-0.2866589128030938,-3.3986278274840798
Spain,,2024-07-25,-5.193734398478766,-0.5858332376649481,-3.3264414544235774
Spain,,2024-07-26,-5.432908156400073,-0.8835432845287768,-3.250559377516432
Spain,,2024-07-27,-5.663390420229817,-1.1790449333216464,-3.171065902374905
Spain,,2024-07-28,-5.884812467512635,-1.4715995838159435,-3.0880493469044494
Spain,,2024-07-29,-6.096820070207216,-1.7604760017449492,-3.0016019431817544
Spain,,2024-07-30,-6.299074061374974,-2.0449521465077707,-2.911819734984223
Spain,,2024-07-31,-6.491250877775402,-2.324316975894893,-2.818802471084435
Spain,,2024-08-01,-6.673043077497656,-2.597872223323079,-2.7226534944285117
Spain,,2024-08-02,-6.844159831802578,-2.864934143138658,-2.623479627321212
Spain,,2024-08-03,-7.004327390386175,-3.1248352196252505,-2.521391052745559
Spain,,2024-08-04,-7.153289519321917,-3.3769258354455034,-2.4165011919485084
Spain,,2024-08-05,-7.290807910980507,-3.6205758953461893,-2.308926578429097
Spain,,2024-08-06,-7.416662565270886,-3.855176401067917,-2.1987867284687193
Spain,,2024-08-07,-7.530652141593839,-4.080140973524033,-2.0862040083476474
Spain,,2024-08-08,-7.632594280943647,-4.294907318442682,-1.9713034983949496
Spain,,2024-08-09,-7.7223258976439215,-4.498938631809718,-1.8542128540232783
Spain,,2024-08-10,-7.7997034402496,-4.691724941599231,-1.735062163902736
Spain,,2024-08-11,-7.864603121198899,-4.872784382437807,-1.6139838054311397
Spain,,2024-08-12,-7.9169211148467955,-5.041664400017338,-1.4911122976617426
Spain,,2024-08-13,-7.956573723564017,-5.197942882244892,-1.366584151851406
Spain,,2024-08-14,-7.983497511635419,-5.341229214303156,-1.2405377197955756
Spain,,2024-08-15,-7.997649406743501,-5.471165254984101,-1.1131130401181388
Spain,,2024-08-16,-7.99900676887501,-5.587426231855332,-0.9844516826874652
Spain,,2024-08-17,-7.987567426540091,-5.689721553022256,-0.8546965913310641
Spain,,2024-08-18,-7.963349680246208,-5.777795533456331,-0.7239919250239255
Spain,,2024-08-19,-7.926392273221256,-5.8514280340745115,-0.5924828977265454
Spain,,2024-08-20,-7.876754329432669,-5.910435011972333,-0.46031561705113117
Spain,,2024-08-21,-7.81451525900161,-5.954668980435257,-0.32763692193478505
Spain,,2024-08-22,-7.7397746311638524,-5.984019377578752,-0.19459421950034905
Spain,,2024-08-23,-7.652652014980067,-5.998412842695349,-0.06133532128570821
Spain,,2024-08-24,-7.553286788051042,-5.997813399618229,0.07199172097596061
Spain,,2024-08-25,-7.441837913543011,-5.982222546642893,0.20523877984279798
Spain,,2024-08-26,-7.3184836858807705,-5.951679252782231,0.3382578167352399
Spain,,2024-08-27,-7.18342144551433,-5.906259860364251,0.47090104640798525
Spain,,2024-08-28,-7.036867263216576,-5.8460778942160365,0.6030211011406764
Spain,,2024-08-29,-6.879055594416018,-5.771283777910796,0.7344711944645378
Spain,,2024-08-30,-6.71023890411793,-5.68206445778724,0.8651052842435202
Spain,,2024-08-31,-6.530687263014603,-5.5786429356812075,0.9947782349282037
Spain,,2024-09-01,-6.340687915429369,-5.4612777115370505,1.1233459788026436
Spain,,2024-09-02,-6.140544819787465,-5.330262137292505,1.2506656760446804
Spain,,2024-09-03,-5.930578162346859,-5.185923683651586,1.3765958734223216
Spain,,2024-09-04,-5.711123844969109,-5.02862312157834,1.5009966614493384
Spain,,2024-09-05,-5.482532947747437,-4.858753620557487,1.6237298298259097
Spain,,2024-09-06,-5.245171167354019,-4.6767397658752135,1.7446590209912998
Spain,,2024-09-07,-4.999418232003092,-4.483036497377239,1.8636498816183877
Spain,,2024-09-08,-4.745667293966547,-4.278127972356097,1.9805702118812392
Spain,,2024-09-09,-4.4843243006147775,-4.062526355409982,2.0952901123301295
Spain,,2024-09-10,-4.215807344986761,-3.8367705382982296,2.207682128211052
Spain,,2024-09-11,-3.9405459969311303,-3.6014247929922023,2.3176213910688968
Spain,,2024-09-12,-3.658980615885291,-3.3570773612894698,2.4249857574773825
Spain,,2024-09-13,-3.3715616463949347,-3.104338984515607,2.529655944741318
Spain,,2024-09-14,-3.078748897498575,-2.8438413769888715,2.6315156634207937
Spain,,2024-09-15,-2.781010807130849,-2.5762356470636965,2.730451746529617
Spain,,2024-09-16,-2.478823692722485,-2.3021906696984513,2.826354275264809
Spain,,2024-09-17,-2.172670989193176,-2.022391414616684,2.9191167011272166
Spain,,2024-09-18,-1.863042475559692,-1.7375372342394642,3.008635964297898
Spain,,2024-09-19,-1.5504334913930669,-1.448340115668462,3.0948126081383447
Spain,,2024-09-20,-1.2353441443818294,-1.155522901089322,3.1775508896876667
Spain,,2024-09-21,-0.9182785102654978,-0.8598174810421527,3.256758886033738
Spain,,2024-09-22,-0.5997438264217088,-0.5619629650766662,3.332348596440417
Spain,,2024-09-23,-0.2802496803942845,-0.2627038343631428,3.404236040117032
Spain,,2024-09-24,0.039692805338474205,0.03721191912286151,3.4723413495216864
Spain,,2024-09-25,0.35957179104992465,0.3370346621905663,3.5365888590948504
Spain,,2024-09-26,0.6788755386003664,0.6360149941270538,3.5969071893243583
Spain,,2024-09-27,0.9970932301079922,0.9334056198084297,3.653229326048659
Spain,,2024-09-28,1.313715785149436,1.2284632175485344,3.705492694910056
Spain,,2024-09-29,1.6282366751789494,1.5204502970161267,3.753639230875408
Spain,,2024-09-30,1.9401527338669202,1.8086370425763036,3.7976154427468045
Spain,,2024-10-01,2.2489649620578787,2.092303137450003,3.837372472590754
Spain,,2024-10-02,2.55417932606304,2.370739564130488,3.8728661500197124
Spain,,2024-10-03,2.8553075480091383,2.643250376557945,3.904057041265801
Spain,,2024-10-04,3.1518678869781063,2.909154439622268,3.930910492992011
Spain,,2024-10-05,3.4433859096906367,3.1677871316458033,3.9533966707923613
Spain,,2024-10-06,3.7293952494973768,3.418502005591871,3.9714905923381485
Spain,,2024-10-07,4.00943835246691,3.66067240484539,3.9851721551335504
Spain,,2024-10-08,4.283067209373726,3.8936930295281305,3.9944261588496457
Spain,,2024-10-09,4.549844072417723,4.1169814494332435,3.999242322212101
Spain,,2024-10-10,4.809342155527582,4.329979559797201,3.9996152944237666
Spain,,2024-10-11,5.061146317126781,4.53215497627143,3.9955446611094434
Spain,,2024-10-12,5.304853724272297,4.723002365605665,3.9870349447762607
Spain,,2024-10-13,5.540074497100664,4.902044708717971,3.974095599789139
Spain,,2024-10-14,5.766432332553281,5.0688344929940605,3.956741001866903
Spain,,2024-10-15,5.983565106380357,5.222954830835592,3.9349904321107485
Spain,,2024-10-16,6.191125452463113,5.3640205016623295,3.9088680555827664
Spain,,2024-10-17,6.388781318524915,5.491678914762788,3.8784028944583904
Spain,,2024-10-18,6.576216497344335,5.605610990587432,3.843628795782482
Spain,,2024-10-19,6.753131132619436,5.705531958281405,3.8045843938650092
Spain,,2024-10-20,6.919242198673426,5.791192067463249,3.761313067357995
Spain,,2024-10-21,7.074283953235875,5.862377212470962,3.7138628910615146
Spain,,2024-10-22,7.218008362573184,5.918909467514532,3.662286582512141
Spain,,2024-10-23,7.350185498290087,5.96064753139778,3.606641443413354
Spain,,2024-10-24,7.4706039051656274,5.9874870806977665,3.5469892959729123
Spain,,2024-10-25,7.5790709394367815,5.999361030518992,3.4833964142178027
Spain,,2024-10-26,7.675413076987069,5.996239702170748,3.415933450363295
Spain,,2024-10-27,7.759476190948275,5.978130897348349,3.3446753563177243
Spain,,2024-10-28,7.83112579827063,5.945079878632967,3.269701300410363
Spain,,2024-10-29,7.890247274866802,5.897169256358737,3.1910945794346666
Spain,,2024-10-30,7.936746038986186,5.834518782130003,3.108942526104906
Spain,,2024-10-31,7.970547702525368,5.7572850495045875,3.0233364120287742
Spain,,2024-11-01,7.991598190033344,5.665661102591505,2.93437134630395
Spain,,2024-11-02,7.99986382522062,5.559875953541209,2.842146169850997
Spain,,2024-11-03,7.995331384834141,5.440194010134447,2.7467633456003604
Spain,,2024-11-04,7.978008119811652,5.306914414900654,2.6483288446551696
Spain,,2024-11-05,7.94792174368177,5.160370297417211,2.5469520285565515
Spain,,2024-11-06,7.905120388228197,5.000927941659125,2.4427455277819345
Spain,,2024-11-07,7.849672526489219,4.828985870479818,2.33582511661172
Spain,,2024-11-08,7.781666863215333,4.6449738495114845,2.2263095845031744
Spain,,2024-11-09,7.701212192960725,4.449351812975042,2.1143206041142273
Spain,,2024-11-10,7.608437226034997,4.242608714083793,1.999982596124238
Spain,,2024-11-11,7.50349038259432,4.025261302915242,1.8834225910015467
Spain,,2024-11-12,7.386539555200775,3.7978528348049654,1.7647700878716808
Spain,,2024-11-13,7.257771840229932,3.5609517124911307,1.6441569106426086
Spain,,2024-11-14,7.117393238556853,3.3151500654039374,1.5217170615473923
Spain,,2024-11-15,6.965628325998279,3.0610622696500136,1.397586572266552
Spain,,2024-11-16,6.802719894039622,2.7993234123923783,1.2719033527958545
Spain,,2024-11-17,6.628928561419955,2.530587704463214,1.1448070382270144
Spain,,2024-11-18,6.444532357198087,2.2555268451774135,1.0164388336120618
Spain,,2024-11-19,6.249826275964882,1.9748283434344205,0.8869413570833141
Spain,,2024-11-20,6.0451218059152945,1.689193799303562,0.7564584814035661
Spain,,2024-11-21,5.830746430533525,1.3993371503895693,0.6251351741221006
Spain,,2024-11-22,5.607043104689057,1.1059828873603033,0.4931173365146299
Spain,,2024-11-23,5.374369705982571,0.8098642430973058,0.36055164148586183
Spain,,2024-11-24,5.133098462217485,0.5117213599957934,0.22758537061452594
Spain,,2024-11-25,4.883615355915543,0.21229943999362427,0.09436625052243952
Spain,,2024-11-26,4.626319506826426,-0.08765311804511784,-0.03895771125104224
Spain,,2024-11-27,4.361622533421909,-0.3873865889376086,-0.17223839068650765
Spain,,2024-11-28,4.089947894393863,-0.6861517951048757,-0.3053277118516642
Spain,,2024-11-29,3.811730211210374,-0.9832019791252427,-0.43807781141480484
Spain,,2024-11-30,3.527414572814792,-1.2777946702394893,-0.5703412029222439
Spain,,2024-12-01,3.2374558235775805,-1.5691935401407375,-0.7019709406568688
Spain,,2024-12-02,2.942317835643158,-1.8566702434118323,-0.8328207828962106
Spain,,2024-12-03,2.642472766832596,-2.1395062380096483,-0.9627453543880895
Spain,,2024-12-04,2.338400305292668,-2.4169945812456692,-1.0916003078637722
Spain,,2024-12-05,2.03058690209629,-2.688441696775021,-1.2192424844088667
Spain,,2024-12-06,1.719524993025327,-2.953169108175806,-1.34553007251422
Spain,,2024-12-07,1.4057122107780688,-3.2105151347868928,-1.470322765629588
Spain,,2024-12-08,1.0896505888627324,-3.459836545565043,-1.5934819180452908
Spain,,2024-12-09,0.771845758451723,-3.700510166827251,-1.7148706989288962
Spain,,2024-12-10,0.4528061394787246,-3.931934439860832,-1.8343542443452954
Spain,,2024-12-11,0.1330421272761651,-4.153530924506633,-1.9517998070916969
Spain,,2024-12-12,-0.1869347239493431,-4.364745744958258,-2.0670769041807615
Spain,,2024-12-13,-0.5066125194936997,-4.565050974163187,-2.1800574618084267
Spain,,2024-12-14,-0.8254798430785534,-4.753945953365239,-2.2906159576448566
Spain,,2024-12-15,-1.1430265750074555,-4.930958543491071,-2.3986295602908316
Spain,,2024-12-16,-1.458744708248898,-5.095646305251744,-2.503978265744354
Spain,,2024-12-17,-1.7721291611395285,-5.247597605010585,-2.606545030726219
Spain,,2024-12-18,-2.0826785854062835,-5.38643264365294,-2.7062159027159707
Spain,,2024-12-19,-2.3898961682175677,-5.511804405886016,-2.8028801465541315
Spain,,2024-12-20,-2.6932904269769207,-5.623399527596623,-2.896430367469798
Spain,,2024-12-21,-2.9923759955911993,-5.720939079098101,-2.986762630397237
Spain,,2024-12-22,-3.286674400952031,-5.804179262309312,-3.0737765754485338
Spain,,2024-12-23,-3.575714828391047,-5.872912020122895,-3.1573755294142045
Spain,,2024-12-24,-3.85903487488322,-5.926965556439605,-3.2374666131680354
Spain,,2024-12-25,-4.136181288792348,-5.966204765569209,-3.313960844856486
Spain,,2024-12-26,-4.406710694977789,-5.99053156992427,-3.3867732387582907
Spain,,2024-12-27,-4.6701903040993145,-5.999885165163053,-3.4558228997042386
Spain,,2024-12-28,-4.926198604988504,-5.994242172168717,-3.5210331129524604
Spain,,2024-12-29,-5.174326038975944,-5.973616695484937,-3.5823314294190802
Spain,,2024-12-30,-5.414175655098461,-5.938060288061881,-3.6396497461697686
Spain,,2024-12-31,-5.6453637451353575,-5.887661822400689,-3.6929243820826163
Poland,,2020-01-01,2.317657269957603,2.7525311722553902,0.4989838798179975
Poland,,2020-01-02,2.41136815706435,2.4103074174595487,0.4743833207671819
Poland,,2020-01-03,2.4868768748678822,2.045585806427065,0.43870535845505554
Poland,,2020-01-04,2.54328809934038,1.6583439368115203,0.39143932780564006
Poland,,2020-01-05,2.579710867492439,1.2485795626910212,0.33207080628828756
Poland,,2020-01-06,2.5952602630066464,0.816310411120357,0.2600825889648526
Poland,,2020-01-07,2.589059189718851,0.3615740395759639,0.17495574755967214
Poland,,2020-01-08,2.560240234057834,-0.11557226035061907,0.07617077507701131
Poland,,2020-01-09,2.507947617081818,-0.6150515080002719,-0.03679118291192962
Poland,,2020-01-10,2.4313392362320183,-1.1367670228256062,-0.16444700963084102
Poland,,2020-01-11,2.3295887963601976,-1.6806023535495105,-0.3073102109047352
Poland,,2020-01-12,2.2018880289800578,-2.2464211436617054,-0.4658894217203091
Poland,,2020-01-13,2.0474489980429107,-2.8340669301766277,-0.6406868263977499
Poland,,2020-01-14,1.8655064898488627,-3.4433628731915658,-0.8321964938124409
Poland,,2020-01-15,1.655320483977813,-4.074111414448797,-1.0409026297169568
Poland,,2020-01-16,1.4161787013639415,-4.72609386381562,-1.2672777488533535
Poland,,2020-01-17,1.14739922484571,-5.399069913349155,-1.5117807702109571
Poland,,2020-01-18,0.8483331867059363,-6.092777079403663,-1.7748550394712708
Poland,,2020-01-19,0.5183675168771709,-6.806930074062733,-2.0569262833862556
Poland,,2020-01-20,0.15692774463191128,-7.5412201080320616,-2.3584005015543625
Poland,,2020-01-21,-0.23651915428908055,-8.295314128004495,-2.679661801785877
Poland,,2020-01-22,-0.6624618740279837,-9.068853992401879,-3.0210701859804083
Poland,,2020-01-23,-1.12134186822722,-9.861455590301489,-3.3829592941694218
Poland,,2020-01-24,-1.6135504235592997,-10.672707909260916,-3.7656341150998687
Poland,,2020-01-25,-2.1394257286594502,-11.502172058657703,-4.169368672445505
Poland,,2020-01-26,-2.6992499507708336,-12.349380256049953,-4.594403696423798
Poland,,2020-01-27,-3.293246333200508,-13.213834784934917,-5.040944291262893
Poland,,2020-01-28,-3.9215763274322724,-14.095006933124603,-5.5091576095972865
Poland,,2020-01-29,-4.584336774443087,-14.992335921763553,-5.999170545467363
Poland,,2020-01-30,-5.281557150413566,-15.905227835774792,-6.511067458148688
Poland,,2020-01-31,-6.013196892602985,-16.83305456722769,-7.044887939536819
Poland,,2020-02-01,-6.779142821666026,-17.775152783767236,-7.600624638254297
Poland,,2020-02-02,-7.579206677115254,-18.73082293482009,-8.178221154023355
Poland,,2020-02-03,-8.413122782971406,-19.69932830879044,-8.77757001615333
Poland,,2020-02-04,-9.2805458608863,-20.67989415487059,-9.398510760220793
Poland,,2020-02-05,-10.181049008163436,-21.671706883410213,-10.040828117166843
Poland,,2020-02-06,-11.114121858132034,-22.673913359006544,-10.704250329094478
Poland,,2020-02-07,-12.079168940247026,-23.685620300591,-11.38844760601573
Poland,,2020-02-08,-13.075508257083328,-24.70589380278794,-12.093030737667604
Poland,,2020-02-09,-14.102370095064877,-25.733758992705674,-12.817549874285817
Poland,,2020-02-10,-15.158896085312541,-26.768199836082946,-13.56149348989158
Poland,,2020-02-11,-16.244138530408613,-27.80815910635369,-14.324287541208395
Poland,,2020-02-12,-17.357060012156033,-28.85253852970578,-15.105294834780004
Poland,,2020-02-13,-18.49653329455905,-29.900199118595843,-15.903814614208569
Poland,,2020-02-14,-19.66134153526687,-30.94996170544023,-16.71908237867238
Poland,,2020-02-15,-20.850178817606942,-32.00060768733469,-17.55026994301743
Poland,,2020-02-16,-22.061651014089982,-33.05087999166249,-18.39648574874818
Poland,,2020-02-17,-23.294276990901377,-34.09948427133779,-19.256775434173818
Poland,,2020-02-18,-24.546490161405647,-35.145090337200976,-20.130122670800283
Poland,,2020-02-19,-25.816640395090406,-36.186333833741784,-21.015450271801118
Poland,,2020-02-20,-27.10299628667041,-37.2218181628818,-21.911621577057485
Poland,,2020-02-21,-28.40374778826903,-38.25011665900627,-22.817442117835693
Poland,,2020-02-22,-29.71700920570513,-39.269775016808616,-23.73166156267878
Poland,,2020-02-23,-31.04082255794649,-40.279313971805905,-24.65297594453315
Poland,,2020-02-24,-32.373161296760564,-41.27723223161419,-25.5800301675242
Poland,,2020-02-25,-33.711934381510765,-42.26200965424961,-26.511420790144285
Poland,,2020-02-26,-35.054990701926485,-43.2321106678579,-27.445699079934556
Poland,,2020-02-27,-36.400123839530394,-44.18598792438511,-28.381374333039602
Poland,,2020-02-28,-37.74507715625499,-45.12208617780071,-29.31691745030376
Poland,,2020-02-29,-39.08754919663404,-46.03884637558556,-30.250764759871274
Poland,,2020-03-01,-40.425199387832926,-46.934709950316744,-31.181322074563635
Poland,,2020-03-02,-41.7556540196985,-47.80812329633494,-32.10696897064786
Poland,,2020-03-03,-43.076512484982146,-48.657542414683896,-33.026063272993916
Poland,,2020-03-04,-44.38535375793465,-49.481437707780785,-33.93694573005942
Poland,,2020-03-05,-45.67974308760533,-50.2782989036274,-34.83794486064973
Poland,,2020-03-06,-46.9572388804156,-51.04664008782001,-35.72738195299297
Poland,,2020-03-07,-48.215399744935496,-51.785004820175466,-36.603576195356084
Poland,,2020-03-08,-49.451791670284344,-52.49197131147757,-37.464849916220196
Poland,,2020-03-09,-50.663995308218794,-53.16615763467358,-38.3095339109444
Poland,,2020-03-10,-51.84961332777536,-53.80622694382977,-39.13597283088512
Poland,,2020-03-11,-53.0062778103134,-54.41089267329836,-39.94253061011547
Poland,,2020-03-12,-54.13165765196801,-54.9789236888664,-40.72759590421173
Poland,,2020-03-13,-55.223465939881734,-55.50914936216006,-41.48958751505323
Poland,,2020-03-14,-56.279467268145964,-56.0004645392729,-42.22695977522013
Poland,,2020-03-15,-57.29748495915601,-56.451834374480526,-42.93820786538083
Poland,,2020-03-16,-58.27540815607153,-56.8622990000015,-43.62187303803701
Poland,,2020-03-17,-59.21119875228089,-57.23097800306867,-44.2765477211453
Poland,,2020-03-18,-60.102898124195725,-57.557074682087695,-44.900880475460625
Poland,,2020-03-19,-60.94863363435021,-57.839880054380586,-45.49358077994705
Poland,,2020-03-20,-61.74662487264651,-58.07877658893868,-46.053423620277144
Poland,,2020-03-21,-62.495189604670415,-58.27324163873899,-46.57925385628653
Poland,,2020-03-22,-63.19274939729361,-58.42285054850429,-47.069990345262866
Poland,,2020-03-23,-63.83783489327356,-58.52727941530242,-47.524629799121996
Poland,,2020-03-24,-64.42909070825175,-58.586307481077455,-47.942250354851375
Poland,,2020-03-25,-64.96527992542238,-58.599819138071304,-48.32201483907371
Poland,,2020-03-26,-65.44528816518745,-58.567805530118584,-48.66317370919258
Poland,,2020-03-27,-65.86812720931549,-58.490365734966815,-48.965067655315515
Poland,,2020-03-28,-66.23293816146399,-58.367707515071366,-49.22712984899694
Poland,,2020-03-29,-66.53899412839652,-58.2001476267262,-49.44888782679009
Poland,,2020-03-30,-66.78570240880384,-57.98811167989872,-49.629964998630626
Poland,,2020-03-31,-66.97260617930871,-57.73213354372212,-49.77008177317941
Poland,,2020-04-01,-67.09938566997515,-57.432854295242684,-49.86905629441367
Poland,,2020-04-02,-67.1658588244368,-57.091020711703294,-49.92680478595783
Poland,,2020-04-03,-67.17198144258357,-56.707483309347026,-49.94334150187243
Poland,,2020-04-04,-67.11784680658313,-56.2831939344273,-49.91877828485495
Poland,,2020-04-05,-67.00368479384015,-55.81920291479239,-49.85332373503343
Poland,,2020-04-06,-66.82986048329451,-55.31665578305218,-49.747281994737264
Poland,,2020-04-07,-66.5968722642067,-54.776789584914525,-49.601051156791655
Poland,,2020-04-08,-66.30534945925719,-54.2009287887775,-49.415121305989054
Poland,,2020-04-09,-65.95604947637538,-53.59048081506388,-49.19007220542577
Poland,,2020-04-10,-65.54985450619638,-52.94693120606716,-48.926570641341314
Poland,,2020-04-11,-65.08776778440131,-52.27183845922827,-48.625367441947205
Poland,,2020-04-12,-64.57090944041418,-51.56682854876095,-48.28729418746845
Poland,,2020-04-13,-64.00051195599013,-50.83358916238081,-47.913259630233426
Poland,,2020-04-14,-63.37791525912146,-50.073863681550236,-47.50424584512383
Poland,,2020-04-15,-62.704561480399434,-49.28944493512223,-47.061304132027814
Poland,,2020-04-16,-61.981989400487976,-48.482168757536456,-46.58555069311731
Poland,,2020-04-17,-61.211828618683505,-47.653907383784784,-46.07816210878748
Poland,,2020-04-18,-60.39579347364497,-46.80656271421367,-45.540370636947046
Poland,,2020-04-19,-59.53567674827394,-45.94205948286209,-44.97345936102839
Poland,,2020-04-20,-58.63334319140385,-45.06233836344324,-44.37875721259287
Poland,,2020-04-21,-57.69072288941719,-44.169349047265506,-43.75763389473887
Poland,,2020-04-22,-56.70980452115029,-43.26504332735261,-43.11149473267658
Poland,,2020-04-23,-55.692628529468664,-42.351368222767526,-42.44177547781725
Poland,,2020-04-24,-54.64128024270546,-41.430259176674134,-41.74993709153777
Poland,,2020-04-25,-53.55788297875619,-40.50363336098886,-41.03746053442714
Poland,,2020-04-26,-52.4445911640215,-39.573383119591746,-40.305841586307814
Poland,,2020-04-27,-51.30358349859476,-38.641369580988346,-39.556585721655125
Poland,,2020-04-28,-50.13705619811143,-37.709416470053306,-38.791203064222984
Poland,,2020-04-29,-48.94721634152495,-36.779304147054006,-38.01120344373056
Poland,,2020-04-30,-47.73627535275977,-35.85276390056069,-37.21809157638335
Poland,,2020-05-01,-46.506442642730406,-34.93147251911283,-36.41336238980313
Poland,,2020-05-02,-45.259919436619995,-34.01704716464401,-35.59849651163646
Poland,,2020-05-03,-43.9988928095963,-33.11104056868482,-34.77495593971183
Poland,,2020-05-04,-42.72552995232544,-32.21493657028219,-33.94417991013487
Poland,,2020-05-05,-41.44197268573657,-31.330146012409045,-33.10758097816013
Poland,,2020-05-06,-40.15033224251336,-30.45800301140886,-32.26654132507217
Poland,,2020-05-07,-38.85268433075438,-29.59976161174066,-31.422409302658714
Poland,,2020-05-08,-37.55106449317325,-28.75659283598027,-30.57649622517977
Poland,,2020-05-09,-36.24746377311344,-27.929582137707452,-29.730073417039907
Poland,,2020-05-10,-34.943824696552184,-27.119727262585286,-28.884369522671076
Poland,,2020-05-11,-33.642037577174584,-26.327936520631074,-28.040568083441073
Poland,,2020-05-12,-32.343937149529935,-25.55502747040477,-27.199805384731196
Poland,,2020-05-13,-31.05129953325141,-24.8017260136149,-26.36316857468689
Poland,,2020-05-14,-29.76583952934123,-24.06866589647832,-25.53169405454839
Poland,,2020-05-15,-28.489208247607557,-23.356388612080522,-24.706366138923855
Poland,,2020-05-16,-27.222991062501556,-22.665343695981935,-23.888115982886188
Poland,,2020-05-17,-25.968705892850092,-21.99588940541141,-23.077820771363772
Poland,,2020-05-18,-24.727801799324652,-21.34829377059326,-22.276303164963345
Poland,,2020-05-19,-23.50165789193638,-20.72273600507573,-21.484330995117073
Poland,,2020-05-20,-22.29158253840924,-20.11930826037573,-20.70261720029062
Poland,,2020-05-21,-21.098812862964177,-19.53801770883267,-19.93181999393108
Poland,,2020-05-22,-19.924514523851446,-18.978788937279145,-19.17254325387539
Poland,,2020-05-23,-18.76978175690055,-18.44146663299164,-18.425337122085963
Poland,,2020-05-24,-17.635637671418927,-17.925818542383173,-17.69069880283121
Poland,,2020-05-25,-16.52303478396495,-17.431538682044412,-16.969073546787495
Poland,,2020-05-26,-15.432855774845956,-16.95825078102886,-16.260855808004063
Poland,,2020-05-27,-14.365914451649658,-16.505511932712988,-15.566390560244773
Poland,,2020-05-28,-13.322956903703377,-16.072816434139696,-14.885974758897552
Poland,,2020-05-29,-12.304662831069512,-15.65959979047258,-14.21985893442283
Poland,,2020-05-30,-11.311647031521524,-15.265242862043294,-13.568248903192126
Poland,,2020-05-31,-10.344461028900636,-14.889076131463073,-12.931307581545079
Poland,,2020-06-01,-9.403594826321664,-14.530384068383706,-12.309156888961798
Poland,,2020-06-02,-8.489478767872905,-14.188409569730212,-11.701879726404059
Poland,,2020-06-03,-7.6024854927323755,-13.862358453577622,-11.109522016117722
Poland,,2020-06-04,-6.742931965994009,-13.551403985302732,-10.532094789504109
Poland,,2020-06-05,-5.9110815709557345,-13.254691415199293,-9.969576310054375
Poland,,2020-06-06,-5.10714624815802,-12.971342507394393,-9.42191421879148
