fecha,comunidad_autonoma,sexo,grupo_edad,num_casos,num_hosp,num_uci,num_def
2020-07-01,Castile and Leon,F,80+,249,49,8,6
2020-08-01,Castile and Leon,M,0-19,104,8,1,0
2020-08-01,Castile and Leon,M,20-39,109,11,1,0
2020-08-01,Castile and Leon,M,40-59,128,17,3,1
2020-08-01,Castile and Leon,M,60-79,157,26,4,3
2020-08-01,Castile and Leon,M,80+,297,59,10,7
2020-08-01,Castile and Leon,F,0-19,0,0,0,0
2020-08-01,Castile and Leon,F,20-39,119,13,2,0
2020-08-01,Castile and Leon,F,40-59,100,14,2,1
2020-08-01,Castile and Leon,F,60-79,139,23,4,2
2020-08-01,Castile and Leon,F,80+,259,51,9,6
2020-09-01,Castile and Leon,M,0-19,37,2,0,0
2020-09-01,Castile and Leon,M,20-39,63,6,1,0
2020-09-01,Castile and Leon,M,40-59,96,13,2,1
2020-09-01,Castile and Leon,M,60-79,146,24,4,2
2020-09-01,Castile and Leon,M,80+,170,34,6,4
2020-09-01,Castile and Leon,F,0-19,0,0,0,0
2020-09-01,Castile and Leon,F,20-39,42,4,0,0
2020-09-01,Castile and Leon,F,40-59,120,16,2,1
2020-09-01,Castile and Leon,F,60-79,111,18,3,2
2020-09-01,Castile and Leon,F,80+,164,32,5,4
2020-10-01,Castile and Leon,M,0-19,35,2,0,0
2020-10-01,Castile and Leon,M,20-39,41,4,0,0
2020-10-01,Castile and Leon,M,40-59,123,17,3,1
2020-10-01,Castile and Leon,M,60-79,92,15,2,1
2020-10-01,Castile and Leon,M,80+,121,24,4,3
2020-10-01,Castile and Leon,F,0-19,67,5,0,0
2020-10-01,Castile and Leon,F,20-39,28,3,0,0
2020-10-01,Castile and Leon,F,40-59,42,5,0,0
2020-10-01,Castile and Leon,F,60-79,80,13,2,1
2020-10-01,Castile and Leon,F,80+,110,22,3,2
2020-11-01,Castile and Leon,M,0-19,48,3,0,0
2020-11-01,Castile and Leon,M,20-39,120,13,2,0
2020-11-01,Castile and Leon,M,40-59,79,11,1,1
2020-11-01,Castile and Leon,M,60-79,21,3,0,0
2020-11-01,Castile and Leon,M,80+,137,27,4,3
2020-11-01,Castile and Leon,F,0-19,34,2,0,0
2020-11-01,Castile and Leon,F,20-39,48,5,0,0
2020-11-01,Castile and Leon,F,40-59,64,8,1,0
2020-11-01,Castile and Leon,F,60-79,75,12,2,1
2020-11-01,Castile and Leon,F,80+,102,20,3,2
2020-12-01,Castile and Leon,M,0-19,72,5,0,0
2020-12-01,Castile and Leon,M,20-39,60,6,1,0
2020-12-01,Castile and Leon,M,40-59,63,8,1,0
2020-12-01,Castile and Leon,M,60-79,213,36,6,4
2020-12-01,Castile and Leon,M,80+,147,29,5,3
2020-12-01,Castile and Leon,F,0-19,46,3,0,0
2020-12-01,Castile and Leon,F,20-39,17,1,0,0
2020-12-01,Castile and Leon,F,40-59,78,10,1,1
2020-12-01,Castile and Leon,F,60-79,72,12,2,1
2020-12-01,Castile and Leon,F,80+,124,24,4,3
2021-01-01,Castile and Leon,M,0-19,112,8,1,0
2021-01-01,Castile and Leon,M,20-39,129,14,2,1
2021-01-01,Castile and Leon,M,40-59,155,21,3,2
2021-01-01,Castile and Leon,M,60-79,131,22,3,2
2021-01-01,Castile and Leon,M,80+,308,61,10,8
2021-01-01,Castile and Leon,F,0-19,30,2,0,0
2021-01-01,Castile and Leon,F,20-39,140,15,2,1
2021-01-01,Castile and Leon,F,40-59,143,20,3,2
2021-01-01,Castile and Leon,F,60-79,168,28,5,3
2021-01-01,Castile and Leon,F,80+,181,36,6,4
2021-02-01,Castile and Leon,M,0-19,121,9,1,0
2021-02-01,Castile and Leon,M,20-39,152,16,2,1
2021-02-01,Castile and Leon,M,40-59,200,28,5,2
2021-02-01,Castile and Leon,M,60-79,259,44,7,5
2021-02-01,Castile and Leon,M,80+,305,61,10,7
2021-02-01,Castile and Leon,F,0-19,129,10,1,0
2021-02-01,Castile and Leon,F,20-39,133,14,2,1
2021-02-01,Castile and Leon,F,40-59,149,20,3,2
2021-02-01,Castile and Leon,F,60-79,201,34,6,4
2021-02-01,Castile and Leon,F,80+,310,62,11,8
2021-03-01,Castile and Leon,M,0-19,126,10,1,0
2021-03-01,Castile and Leon,M,20-39,151,16,2,1
2021-03-01,Castile and Leon,M,40-59,275,38,6,3
2021-03-01,Castile and Leon,M,60-79,366,62,11,7
2021-03-01,Castile and Leon,M,80+,476,95,17,12
2021-03-01,Castile and Leon,F,0-19,91,7,1,0
2021-03-01,Castile and Leon,F,20-39,182,20,3,1
2021-03-01,Castile and Leon,F,40-59,171,23,4,2
2021-03-01,Castile and Leon,F,60-79,256,43,7,5
2021-03-01,Castile and Leon,F,80+,372,74,13,9
2021-04-01,Castile and Leon,M,0-19,207,16,2,0
2021-04-01,Castile and Leon,M,20-39,249,27,4,1
2021-04-01,Castile and Leon,M,40-59,298,41,7,4
2021-04-01,Castile and Leon,M,60-79,474,80,14,9
2021-04-01,Castile and Leon,M,80+,582,116,20,15
2021-04-01,Castile and Leon,F,0-19,159,12,2,0
2021-04-01,Castile and Leon,F,20-39,201,22,3,1
2021-04-01,Castile and Leon,F,40-59,237,33,5,3
2021-04-01,Castile and Leon,F,60-79,274,46,8,5
2021-04-01,Castile and Leon,F,80+,496,99,17,12
2021-05-01,Castile and Leon,M,0-19,207,16,2,0
2021-05-01,Castile and Leon,M,20-39,271,29,5,2
2021-05-01,Castile and Leon,M,40-59,328,45,8,4
2021-05-01,Castile and Leon,M,60-79,465,79,14,9
2021-05-01,Castile and Leon,M,80+,562,112,20,14
2021-05-01,Castile and Leon,F,0-19,140,11,1,0
2021-05-01,Castile and Leon,F,20-39,192,21,3,1
2021-05-01,Castile and Leon,F,40-59,325,45,8,4
2021-05-01,Castile and Leon,F,60-79,388,65,11,7
2021-05-01,Castile and Leon,F,80+,432,86,15,11
2021-06-01,Castile and Leon,M,0-19,141,11,1,0
2021-06-01,Castile and Leon,M,20-39,263,28,5,2
2021-06-01,Castile and Leon,M,40-59,306,42,7,4
2021-06-01,Castile and Leon,M,60-79,388,65,11,7
2021-06-01,Castile and Leon,M,80+,646,129,23,16
2021-06-01,Castile and Leon,F,0-19,162,12,2,0
2021-06-01,Castile and Leon,F,20-39,232,25,4,1
2021-06-01,Castile and Leon,F,40-59,241,33,5,3
2021-06-01,Castile and Leon,F,60-79,371,63,11,7
2021-06-01,Castile and Leon,F,80+,469,93,16,12
2021-07-01,Castile and Leon,M,0-19,157,12,2,0
2021-07-01,Castile and Leon,M,20-39,255,28,5,2
2021-07-01,Castile and Leon,M,40-59,235,32,5,3
2021-07-01,Castile and Leon,M,60-79,427,72,12,8
2021-07-01,Castile and Leon,M,80+,526,105,18,13
2021-07-01,Castile and Leon,F,0-19,174,13,2,0
2021-07-01,Castile and Leon,F,20-39,161,17,3,1
2021-07-01,Castile and Leon,F,40-59,205,28,5,2
2021-07-01,Castile and Leon,F,60-79,275,46,8,5
2021-07-01,Castile and Leon,F,80+,434,86,15,11
2021-08-01,Castile and Leon,M,0-19,141,11,1,0
2021-08-01,Castile and Leon,M,20-39,185,20,3,1
2021-08-01,Castile and Leon,M,40-59,209,29,5,2
2021-08-01,Castile and Leon,M,60-79,281,47,8,5
2021-08-01,Castile and Leon,M,80+,438,87,15,11
2021-08-01,Castile and Leon,F,0-19,100,8,1,0
2021-08-01,Castile and Leon,F,20-39,142,15,2,1
2021-08-01,Castile and Leon,F,40-59,242,33,5,3
2021-08-01,Castile and Leon,F,60-79,259,44,7,5
2021-08-01,Castile and Leon,F,80+,397,79,14,10
2021-09-01,Castile and Leon,M,0-19,103,8,1,0
2021-09-01,Castile and Leon,M,20-39,177,19,3,1
2021-09-01,Castile and Leon,M,40-59,202,28,5,2
2021-09-01,Castile and Leon,M,60-79,221,37,6,4
2021-09-01,Castile and Leon,M,80+,418,83,14,10
2021-09-01,Castile and Leon,F,0-19,93,7,1,0
2021-09-01,Castile and Leon,F,20-39,161,17,3,1
2021-09-01,Castile and Leon,F,40-59,144,20,3,2
2021-09-01,Castile and Leon,F,60-79,218,37,6,4
2021-09-01,Castile and Leon,F,80+,280,56,10,7
2021-10-01,Castile and Leon,M,0-19,148,11,1,0
2021-10-01,Castile and Leon,M,20-39,168,18,3,1
2021-10-01,Castile and Leon,M,40-59,202,28,5,2
2021-10-01,Castile and Leon,M,60-79,296,50,9,5
2021-10-01,Castile and Leon,M,80+,385,77,13,10
2021-10-01,Castile and Leon,F,0-19,114,9,1,0
2021-10-01,Castile and Leon,F,20-39,87,9,1,0
2021-10-01,Castile and Leon,F,40-59,135,18,3,1
2021-10-01,Castile and Leon,F,60-79,178,30,5,3
2021-10-01,Castile and Leon,F,80+,309,61,10,8
2021-11-01,Castile and Leon,M,0-19,123,9,1,0
2021-11-01,Castile and Leon,M,20-39,127,13,2,1
2021-11-01,Castile and Leon,M,40-59,197,27,4,2
2021-11-01,Castile and Leon,M,60-79,226,38,6,4
2021-11-01,Castile and Leon,M,80+,371,74,13,9
2021-11-01,Castile and Leon,F,0-19,47,3,0,0
2021-11-01,Castile and Leon,F,20-39,154,16,2,1
2021-11-01,Castile and Leon,F,40-59,177,24,4,2
2021-11-01,Castile and Leon,F,60-79,279,47,8,5
2021-11-01,Castile and Leon,F,80+,330,66,11,8
2021-12-01,Castile and Leon,M,0-19,123,9,1,0
2021-12-01,Castile and Leon,M,20-39,219,24,4,1
2021-12-01,Castile and Leon,M,40-59,192,26,4,2
2021-12-01,Castile and Leon,M,60-79,283,48,8,5
2021-12-01,Castile and Leon,M,80+,439,87,15,11
2021-12-01,Castile and Leon,F,0-19,47,3,0,0
2021-12-01,Castile and Leon,F,20-39,158,17,3,1
2021-12-01,Castile and Leon,F,40-59,160,22,3,2
2021-12-01,Castile and Leon,F,60-79,258,43,7,5
2021-12-01,Castile and Leon,F,80+,318,63,11,8
2022-01-01,Castile and Leon,M,0-19,171,13,2,0
2022-01-01,Castile and Leon,M,20-39,227,24,4,1
2022-01-01,Castile and Leon,M,40-59,314,43,7,4
2022-01-01,Castile and Leon,M,60-79,363,61,10,7
2022-01-01,Castile and Leon,M,80+,475,95,17,12
2022-01-01,Castile and Leon,F,0-19,122,9,1,0
2022-01-01,Castile and Leon,F,20-39,145,15,2,1
2022-01-01,Castile and Leon,F,40-59,234,32,5,3
2022-01-01,Castile and Leon,F,60-79,314,53,9,6
2022-01-01,Castile and Leon,F,80+,482,96,17,12
2022-02-01,Castile and Leon,M,0-19,159,12,2,0
2022-02-01,Castile and Leon,M,20-39,246,27,4,1
2022-02-01,Castile and Leon,M,40-59,287,40,7,4
2022-02-01,Castile and Leon,M,60-79,413,70,12,8
2022-02-01,Castile and Leon,M,80+,570,114,20,14
2022-02-01,Castile and Leon,F,0-19,143,11,1,0
2022-02-01,Castile and Leon,F,20-39,240,26,4,1
2022-02-01,Castile and Leon,F,40-59,231,32,5,3
2022-02-01,Castile and Leon,F,60-79,362,61,10,7
2022-02-01,Castile and Leon,F,80+,473,94,16,12
2022-03-01,Castile and Leon,M,0-19,188,15,2,0
2022-03-01,Castile and Leon,M,20-39,260,28,5,2
2022-03-01,Castile and Leon,M,40-59,396,55,9,5
2022-03-01,Castile and Leon,M,60-79,407,69,12,8
2022-03-01,Castile and Leon,M,80+,602,120,21,15
2022-03-01,Castile and Leon,F,0-19,131,10,1,0
2022-03-01,Castile and Leon,F,20-39,274,30,5,2
2022-03-01,Castile and Leon,F,40-59,291,40,7,4
2022-03-01,Castile and Leon,F,60-79,332,56,10,6
2022-03-01,Castile and Leon,F,80+,500,100,18,13
2022-04-01,Castile and Leon,M,0-19,197,15,2,0
2022-04-01,Castile and Leon,M,20-39,255,28,5,2
2022-04-01,Castile and Leon,M,40-59,348,48,8,4
2022-04-01,Castile and Leon,M,60-79,445,75,13,8
2022-04-01,Castile and Leon,M,80+,603,120,21,15
2022-04-01,Castile and Leon,F,0-19,154,12,2,0
2022-04-01,Castile and Leon,F,20-39,234,25,4,1
2022-04-01,Castile and Leon,F,40-59,273,38,6,3
2022-04-01,Castile and Leon,F,60-79,357,60,10,7
2022-04-01,Castile and Leon,F,80+,469,93,16,12
2022-05-01,Castile and Leon,M,0-19,234,18,3,0
2022-05-01,Castile and Leon,M,20-39,231,25,4,1
2022-05-01,Castile and Leon,M,40-59,328,45,8,4
2022-05-01,Castile and Leon,M,60-79,410,69,12,8
2022-05-01,Castile and Leon,M,80+,630,126,22,16
2022-05-01,Castile and Leon,F,0-19,123,9,1,0
2022-05-01,Castile and Leon,F,20-39,192,21,3,1
2022-05-01,Castile and Leon,F,40-59,228,31,5,3
2022-05-01,Castile and Leon,F,60-79,353,60,10,7
2022-05-01,Castile and Leon,F,80+,431,86,15,11
2022-06-01,Castile and Leon,M,0-19,161,12,2,0
2022-06-01,Castile and Leon,M,20-39,186,20,3,1
2022-06-01,Castile and Leon,M,40-59,308,43,7,4
2022-06-01,Castile and Leon,M,60-79,387,65,11,7
2022-06-01,Castile and Leon,M,80+,508,101,18,13
2022-06-01,Castile and Leon,F,0-19,176,14,2,0
2022-06-01,Castile and Leon,F,20-39,166,18,3,1
2022-06-01,Castile and Leon,F,40-59,270,37,6,3
2022-06-01,Castile and Leon,F,60-79,307,52,9,6
2022-06-01,Castile and Leon,F,80+,500,100,18,13
2022-07-01,Castile and Leon,M,0-19,194,15,2,0
2022-07-01,Castile and Leon,M,20-39,215,23,4,1
2022-07-01,Castile and Leon,M,40-59,267,37,6,3
2022-07-01,Castile and Leon,M,60-79,411,69,12,8
2022-07-01,Castile and Leon,M,80+,532,106,19,13
2022-07-01,Castile and Leon,F,0-19,135,10,1,0
2022-07-01,Castile and Leon,F,20-39,239,26,4,1
2022-07-01,Castile and Leon,F,40-59,218,30,5,3
2022-07-01,Castile and Leon,F,60-79,324,55,9,6
2022-07-01,Castile and Leon,F,80+,470,94,16,12
2022-08-01,Castile and Leon,M,0-19,200,16,2,0
2022-08-01,Castile and Leon,M,20-39,247,27,4,1
2022-08-01,Castile and Leon,M,40-59,293,41,7,4
2022-08-01,Castile and Leon,M,60-79,350,59,10,7
2022-08-01,Castile and Leon,M,80+,522,104,18,13
2022-08-01,Castile and Leon,F,0-19,153,12,2,0
2022-08-01,Castile and Leon,F,20-39,201,22,3,1
2022-08-01,Castile and Leon,F,40-59,249,34,6,3
2022-08-01,Castile and Leon,F,60-79,360,61,10,7
2022-08-01,Castile and Leon,F,80+,417,83,14,10
2022-09-01,Castile and Leon,M,0-19,182,14,2,0
2022-09-01,Castile and Leon,M,20-39,276,30,5,2
2022-09-01,Castile and Leon,M,40-59,304,42,7,4
2022-09-01,Castile and Leon,M,60-79,476,80,14,9
2022-09-01,Castile and Leon,M,80+,623,124,22,16
2022-09-01,Castile and Leon,F,0-19,163,13,2,0
2022-09-01,Castile and Leon,F,20-39,275,30,5,2
2022-09-01,Castile and Leon,F,40-59,221,30,5,3
2022-09-01,Castile and Leon,F,60-79,354,60,10,7
2022-09-01,Castile and Leon,F,80+,498,99,17,12
2022-10-01,Castile and Leon,M,0-19,181,14,2,0
2022-10-01,Castile and Leon,M,20-39,308,33,5,2
2022-10-01,Castile and Leon,M,40-59,325,45,8,4
2022-10-01,Castile and Leon,M,60-79,499,84,15,9
2022-10-01,Castile and Leon,M,80+,689,137,24,17
2022-10-01,Castile and Leon,F,0-19,179,14,2,0
2022-10-01,Castile and Leon,F,20-39,189,20,3,1
2022-10-01,Castile and Leon,F,40-59,264,36,6,3
2022-10-01,Castile and Leon,F,60-79,408,69,12,8
2022-10-01,Castile and Leon,F,80+,538,107,19,13
2022-11-01,Castile and Leon,M,0-19,148,11,1,0
2022-11-01,Castile and Leon,M,20-39,365,40,7,2
2022-11-01,Castile and Leon,M,40-59,397,55,9,5
2022-11-01,Castile and Leon,M,60-79,500,84,15,10
2022-11-01,Castile and Leon,M,80+,751,150,27,19
2022-11-01,Castile and Leon,F,0-19,167,13,2,0
2022-11-01,Castile and Leon,F,20-39,247,27,4,1
2022-11-01,Castile and Leon,F,40-59,332,46,8,4
2022-11-01,Castile and Leon,F,60-79,482,81,14,9
2022-11-01,Castile and Leon,F,80+,639,127,22,16
2022-12-01,Castile and Leon,M,0-19,255,20,3,0
2022-12-01,Castile and Leon,M,20-39,363,39,7,2
2022-12-01,Castile and Leon,M,40-59,442,61,10,6
2022-12-01,Castile and Leon,M,60-79,521,88,15,10
2022-12-01,Castile and Leon,M,80+,787,157,28,20
2022-12-01,Castile and Leon,F,0-19,177,14,2,0
2022-12-01,Castile and Leon,F,20-39,295,32,5,2
2022-12-01,Castile and Leon,F,40-59,336,47,8,4
2022-12-01,Castile and Leon,F,60-79,472,80,14,9
2022-12-01,Castile and Leon,F,80+,632,126,22,16
2023-01-01,Castile and Leon,M,0-19,156,12,2,0
2023-01-01,Castile and Leon,M,20-39,360,39,7,2
2023-01-01,Castile and Leon,M,40-59,445,62,11,6
2023-01-01,Castile and Leon,M,60-79,581,98,17,11
2023-01-01,Castile and Leon,M,80+,777,155,27,20
2023-01-01,Castile and Leon,F,0-19,252,20,3,0
2023-01-01,Castile and Leon,F,20-39,299,32,5,2
2023-01-01,Castile and Leon,F,40-59,361,50,9,5
2023-01-01,Castile and Leon,F,60-79,496,84,15,9
2023-01-01,Castile and Leon,F,80+,649,129,23,16
2023-02-01,Castile and Leon,M,0-19,212,16,2,0
2023-02-01,Castile and Leon,M,20-39,268,29,5,2
2023-02-01,Castile and Leon,M,40-59,395,55,9,5
2023-02-01,Castile and Leon,M,60-79,569,96,17,11
2023-02-01,Castile and Leon,M,80+,741,148,26,19
2023-02-01,Castile and Leon,F,0-19,219,17,3,0
2023-02-01,Castile and Leon,F,20-39,284,31,5,2
2023-02-01,Castile and Leon,F,40-59,374,52,9,5
2023-02-01,Castile and Leon,F,60-79,438,74,13,8
2023-02-01,Castile and Leon,F,80+,629,125,22,16
2023-03-01,Castile and Leon,M,0-19,232,18,3,0
2023-03-01,Castile and Leon,M,20-39,355,39,7,2
2023-03-01,Castile and Leon,M,40-59,321,44,7,4
2023-03-01,Castile and Leon,M,60-79,482,81,14,9
2023-03-01,Castile and Leon,M,80+,707,141,25,18
2023-03-01,Castile and Leon,F,0-19,224,17,3,0
2023-03-01,Castile and Leon,F,20-39,261,28,5,2
2023-03-01,Castile and Leon,F,40-59,295,41,7,4
2023-03-01,Castile and Leon,F,60-79,428,72,12,8
2023-03-01,Castile and Leon,F,80+,584,116,20,15
2023-04-01,Castile and Leon,M,0-19,174,13,2,0
2023-04-01,Castile and Leon,M,20-39,274,30,5,2
2023-04-01,Castile and Leon,M,40-59,353,49,8,4
2023-04-01,Castile and Leon,M,60-79,480,81,14,9
2023-04-01,Castile and Leon,M,80+,605,121,21,15
2023-04-01,Castile and Leon,F,0-19,153,12,2,0
2023-04-01,Castile and Leon,F,20-39,215,23,4,1
2023-04-01,Castile and Leon,F,40-59,276,38,6,3
2023-04-01,Castile and Leon,F,60-79,343,58,10,6
2023-04-01,Castile and Leon,F,80+,482,96,17,12
2023-05-01,Castile and Leon,M,0-19,117,9,1,0
2023-05-01,Castile and Leon,M,20-39,251,27,4,2
2023-05-01,Castile and Leon,M,40-59,221,30,5,3
2023-05-01,Castile and Leon,M,60-79,327,55,9,6
2023-05-01,Castile and Leon,M,80+,471,94,16,12
2023-05-01,Castile and Leon,F,0-19,181,14,2,0
2023-05-01,Castile and Leon,F,20-39,161,17,3,1
2023-05-01,Castile and Leon,F,40-59,188,26,4,2
2023-05-01,Castile and Leon,F,60-79,262,44,7,5
2023-05-01,Castile and Leon,F,80+,432,86,15,11
2023-06-01,Castile and Leon,M,0-19,28,2,0,0
2023-06-01,Castile and Leon,M,20-39,130,14,2,1
2023-06-01,Castile and Leon,M,40-59,274,38,6,3
2023-06-01,Castile and Leon,M,60-79,274,46,8,5
2023-06-01,Castile and Leon,M,80+,320,64,11,8
2023-06-01,Castile and Leon,F,0-19,90,7,1,0
2023-06-01,Castile and Leon,F,20-39,133,14,2,1
2023-06-01,Castile and Leon,F,40-59,183,25,4,2
2023-06-01,Castile and Leon,F,60-79,265,45,8,5
2023-06-01,Castile and Leon,F,80+,300,60,10,7
2023-07-01,Castile and Leon,M,0-19,63,5,0,0
2023-07-01,Castile and Leon,M,20-39,137,15,2,1
2023-07-01,Castile and Leon,M,40-59,115,16,2,1
2023-07-01,Castile and Leon,M,60-79,151,25,4,3
2023-07-01,Castile and Leon,M,80+,197,39,7,5
2023-07-01,Castile and Leon,F,0-19,18,1,0,0
2023-07-01,Castile and Leon,F,20-39,66,7,1,0
2023-07-01,Castile and Leon,F,40-59,76,10,1,1
2023-07-01,Castile and Leon,F,60-79,158,26,4,3
2023-07-01,Castile and Leon,F,80+,168,33,5,4
2023-08-01,Castile and Leon,M,0-19,0,0,0,0
2023-08-01,Castile and Leon,M,20-39,44,4,0,0
2023-08-01,Castile and Leon,M,40-59,76,10,1,1
2023-08-01,Castile and Leon,M,60-79,103,17,3,2
2023-08-01,Castile and Leon,M,80+,212,42,7,5
2023-08-01,Castile and Leon,F,0-19,25,2,0,0
2023-08-01,Castile and Leon,F,20-39,88,9,1,0
2023-08-01,Castile and Leon,F,40-59,73,10,1,1
2023-08-01,Castile and Leon,F,60-79,98,16,2,1
2023-08-01,Castile and Leon,F,80+,111,22,3,2
2023-09-01,Castile and Leon,M,0-19,31,2,0,0
2023-09-01,Castile and Leon,M,20-39,24,2,0,0
2023-09-01,Castile and Leon,M,40-59,62,8,1,0
2023-09-01,Castile and Leon,M,60-79,68,11,1,1
2023-09-01,Castile and Leon,M,80+,76,15,2,1
2023-09-01,Castile and Leon,F,0-19,56,4,0,0
2023-09-01,Castile and Leon,F,20-39,51,5,0,0
2023-09-01,Castile and Leon,F,40-59,33,4,0,0
2023-09-01,Castile and Leon,F,60-79,66,11,1,1
2023-09-01,Castile and Leon,F,80+,82,16,2,2
2023-10-01,Castile and Leon,M,0-19,0,0,0,0
2023-10-01,Castile and Leon,M,20-39,30,3,0,0
2023-10-01,Castile and Leon,M,40-59,14,1,0,0
2023-10-01,Castile and Leon,M,60-79,16,2,0,0
2023-10-01,Castile and Leon,M,80+,12,2,0,0
2023-10-01,Castile and Leon,F,0-19,5,0,0,0
2023-10-01,Castile and Leon,F,20-39,39,4,0,0
2023-10-01,Castile and Leon,F,40-59,6,0,0,0
2023-10-01,Castile and Leon,F,60-79,112,19,3,2
2023-10-01,Castile and Leon,F,80+,76,15,2,1
2023-11-01,Castile and Leon,M,0-19,49,3,0,0
2023-11-01,Castile and Leon,M,20-39,39,4,0,0
2023-11-01,Castile and Leon,M,40-59,74,10,1,1
2023-11-01,Castile and Leon,M,60-79,1,0,0,0
2023-11-01,Castile and Leon,M,80+,0,0,0,0
2023-11-01,Castile and Leon,F,0-19,0,0,0,0
2023-11-01,Castile and Leon,F,20-39,29,3,0,0
2023-11-01,Castile and Leon,F,40-59,19,2,0,0
2023-11-01,Castile and Leon,F,60-79,28,4,0,0
2023-11-01,Castile and Leon,F,80+,67,13,2,1
2023-12-01,Castile and Leon,M,0-19,17,1,0,0
2023-12-01,Castile and Leon,M,20-39,31,3,0,0
2023-12-01,Castile and Leon,M,40-59,0,0,0,0
2023-12-01,Castile and Leon,M,60-79,0,0,0,0
2023-12-01,Castile and Leon,M,80+,66,13,2,1
2023-12-01,Castile and Leon,F,0-19,7,0,0,0
2023-12-01,Castile and Leon,F,20-39,0,0,0,0
2023-12-01,Castile and Leon,F,40-59,0,0,0,0
2023-12-01,Castile and Leon,F,60-79,0,0,0,0
2023-12-01,Castile and Leon,F,80+,0,0,0,0
2024-01-01,Castile and Leon,M,0-19,0,0,0,0
2024-01-01,Castile and Leon,M,20-39,0,0,0,0
2024-01-01,Castile and Leon,M,40-59,0,0,0,0
2024-01-01,Castile and Leon,M,60-79,0,0,0,0
2024-01-01,Castile and Leon,M,80+,41,8,1,1
2024-01-01,Castile and Leon,F,0-19,11,0,0,0
2024-01-01,Castile and Leon,F,20-39,11,1,0,0
2024-01-01,Castile and Leon,F,40-59,0,0,0,0
2024-01-01,Castile and Leon,F,60-79,1,0,0,0
2024-01-01,Castile and Leon,F,80+,17,3,0,0
2024-02-01,Castile and Leon,M,0-19,22,1,0,0
2024-02-01,Castile and Leon,M,20-39,0,0,0,0
2024-02-01,Castile and Leon,M,40-59,34,4,0,0
2024-02-01,Castile and Leon,M,60-79,3,0,0,0
2024-02-01,Castile and Leon,M,80+,27,5,0,0
2024-02-01,Castile and Leon,F,0-19,0,0,0,0
2024-02-01,Castile and Leon,F,20-39,0,0,0,0
2024-02-01,Castile and Leon,F,40-59,9,1,0,0
2024-02-01,Castile and Leon,F,60-79,24,4,0,0
2024-02-01,Castile and Leon,F,80+,20,4,0,0
2024-03-01,Castile and Leon,M,0-19,13,1,0,0
2024-03-01,Castile and Leon,M,20-39,0,0,0,0
2024-03-01,Castile and Leon,M,40-59,0,0,0,0
2024-03-01,Castile and Leon,M,60-79,17,2,0,0
2024-03-01,Castile and Leon,M,80+,14,2,0,0
2024-03-01,Castile and Leon,F,0-19,0,0,0,0
2024-03-01,Castile and Leon,F,20-39,33,3,0,0
2024-03-01,Castile and Leon,F,40-59,0,0,0,0
2024-03-01,Castile and Leon,F,60-79,0,0,0,0
2024-03-01,Castile and Leon,F,80+,50,10,1,1
2024-04-01,Castile and Leon,M,0-19,26,2,0,0
2024-04-01,Castile and Leon,M,20-39,0,0,0,0
2024-04-01,Castile and Leon,M,40-59,8,1,0,0
2024-04-01,Castile and Leon,M,60-79,5,0,0,0
2024-04-01,Castile and Leon,M,80+,0,0,0,0
2024-04-01,Castile and Leon,F,0-19,0,0,0,0
2024-04-01,Castile and Leon,F,20-39,0,0,0,0
2024-04-01,Castile and Leon,F,40-59,0,0,0,0
2024-04-01,Castile and Leon,F,60-79,7,1,0,0
2024-04-01,Castile and Leon,F,80+,34,6,1,0
2024-05-01,Castile and Leon,M,0-19,0,0,0,0
2024-05-01,Castile and Leon,M,20-39,0,0,0,0
2024-05-01,Castile and Leon,M,40-59,9,1,0,0
2024-05-01,Castile and Leon,M,60-79,0,0,0,0
2024-05-01,Castile and Leon,M,80+,0,0,0,0
2024-05-01,Castile and Leon,F,0-19,0,0,0,0
2024-05-01,Castile and Leon,F,20-39,67,7,1,0
2024-05-01,Castile and Leon,F,40-59,0,0,0,0
2024-05-01,Castile and Leon,F,60-79,0,0,0,0
2024-05-01,Castile and Leon,F,80+,0,0,0,0
2024-06-01,Castile and Leon,M,0-19,0,0,0,0
2024-06-01,Castile and Leon,M,20-39,27,2,0,0
2024-06-01,Castile and Leon,M,40-59,24,3,0,0
2024-06-01,Castile and Leon,M,60-79,0,0,0,0
2024-06-01,Castile and Leon,M,80+,0,0,0,0
2024-06-01,Castile and Leon,F,0-19,0,0,0,0
2024-06-01,Castile and Leon,F,20-39,0,0,0,0
2024-06-01,Castile and Leon,F,40-59,0,0,0,0
2024-06-01,Castile and Leon,F,60-79,0,0,0,0
2024-06-01,Castile and Leon,F,80+,7,1,0,0
2024-07-01,Castile and Leon,M,0-19,22,1,0,0
2024-07-01,Castile and Leon,M,20-39,0,0,0,0
2024-07-01,Castile and Leon,M,40-59,0,0,0,0
2024-07-01,Castile and Leon,M,60-79,0,0,0,0
2024-07-01,Castile and Leon,M,80+,26,5,0,0
2024-07-01,Castile and Leon,F,0-19,7,0,0,0
2024-07-01,Castile and Leon,F,20-39,15,1,0,0
2024-07-01,Castile and Leon,F,40-59,0,0,0,0
2024-07-01,Castile and Leon,F,60-79,53,9,1,1
2024-07-01,Castile and Leon,F,80+,0,0,0,0
2024-08-01,Castile and Leon,M,0-19,5,0,0,0
2024-08-01,Castile and Leon,M,20-39,25,2,0,0
2024-08-01,Castile and Leon,M,40-59,0,0,0,0
